id,project_reference,identifier,version,created_on,category_id,active,uuid
5052,1755,15804,5,2019-07-06,4,false,cb75507f-e355-419d-a876-076eb4d65681
5053,1960,15804,6,2019-07-06,2,false,97aca223-d240-4261-a833-e06b2813e532
5054,1317,15804,7,2019-07-06,4,false,a1158489-94aa-4bb2-a158-5dafee98b62b
5055,1755,15804,8,2019-07-06,1,false,d37d4e6d-9423-495c-8b75-37583e2dc170
5056,1701,15804,9,2019-07-06,2,true,3af95133-c58e-4de3-a33c-e104e57725e1
5057,1674,15585,1,2019-07-06,4,false,358709bc-f2c5-42da-9ea7-e921e9590139
5058,1039,15585,2,2019-07-06,1,false,0010e7d1-04c5-41f4-a7f0-b85639b08a0f
5059,1902,15585,3,2019-07-06,1,false,e6fdda05-1ecc-4851-937f-f0a83cbc1190
5060,1954,15585,4,2019-07-06,3,false,d84ccb5c-81bc-4294-a69f-7e02c7618eb8
5061,1796,15585,5,2019-07-06,1,true,4eb8ff88-d5fc-4fe6-b601-c1e6d45d4ad8
5062,1859,11005,1,2019-07-06,4,false,98a73121-85db-4455-a325-ace25aa3f190
5063,1796,11005,2,2019-07-06,3,false,8e8ac41f-17bb-46af-8477-41b7c3af1ce8
5064,1902,11005,3,2019-07-06,2,false,291ed017-d4d1-40c7-84b3-cb4d6197be99
5065,1667,11005,4,2019-07-06,1,false,c310e56e-e56e-4f9b-a9b0-750c61086b10
5066,1701,11005,5,2019-07-06,1,false,e99d07af-3930-43c8-9d82-00369d1411ac
5067,1960,11005,6,2019-07-06,2,false,6c069612-727e-478f-a1d2-d9adcb39662d
5068,1796,11005,7,2019-07-06,2,false,72bbf63b-ca7b-4565-beb4-85a6bff0d960
5069,1927,11005,8,2019-07-06,4,false,20faedca-ca16-41da-8988-2d100c15bcd5
5070,1034,11005,9,2019-07-06,1,true,5b812bf1-4c60-4082-9be3-0a65ba7d7ef7
5071,1034,18747,1,2019-07-06,1,false,03cd5169-08d6-43ff-9d49-581d7df96f40
5072,1796,18747,2,2019-07-06,4,false,be0a5580-fc24-40ea-bed7-231667008f84
5073,1596,18747,3,2019-07-06,3,false,5fb48dee-9228-4bc7-8d26-372bd79ba9cd
5074,1399,18747,4,2019-07-06,4,false,07de0fa6-cdfc-42c6-8679-326568041f9a
5075,1954,18747,5,2019-07-06,3,false,7768fb4a-086e-471c-ad4c-344da432ceed
5076,1295,18747,6,2019-07-06,4,false,aa22a65f-3dc5-4b22-b5d7-74c29c5413f1
5077,1070,18747,7,2019-07-06,4,false,0a0998e0-9524-48c1-bd5e-edbf209f7e20
5078,1034,18747,8,2019-07-06,4,false,fb7144c8-e0d5-41de-b2d4-df20d51c4a2d
5079,1690,18747,9,2019-07-06,2,true,345ab917-af4e-4fb1-9b65-202e62e8600a
5080,1434,18747,10,2019-07-06,3,false,329440ff-bcbf-47f4-b75d-bf637dac4d58
5081,1954,18593,1,2019-07-06,1,false,22841696-4393-401d-975a-1dd04408381a
5082,1954,18593,2,2019-07-06,3,false,6c7e852e-c9d3-4a13-bc35-a09317a7d48d
5083,1128,18593,3,2019-07-06,1,false,f73b4be9-0662-45cf-a18d-f81193a78a9f
5084,1295,18593,4,2019-07-06,1,false,d8206ca9-bbac-47f5-aadc-b2d4d124b7cc
5085,1701,18593,5,2019-07-06,3,true,579a3754-bcef-4b56-b136-605e0b5fcd87
5086,1295,11035,1,2019-07-06,1,false,42faeccf-958f-4766-8770-6cf77b44b1bb
5087,1701,11035,2,2019-07-06,2,false,ee2b81ff-b30b-4c65-8319-149d4679616f
5088,1434,11035,3,2019-07-06,1,false,71d4fc14-8372-42c3-aad2-a598a4631d7d
5089,1927,11035,4,2019-07-06,3,false,24099d9e-8e17-47cb-8db0-3d8bbb4daad5
5090,1463,11035,5,2019-07-06,2,false,55c05e48-9763-438a-abf4-587c9139906b
5091,1960,11035,6,2019-07-06,3,true,67d4047f-6a39-42a4-a00f-45b39f49ed32
5092,1399,11081,1,2019-07-06,1,false,382a3ad6-1acf-450c-8e51-22b08924c4f9
5093,1128,11081,2,2019-07-06,3,false,c0f56961-07b0-4dd2-a211-0cf55030d63f
5094,1927,11081,3,2019-07-06,1,false,b0353beb-1864-4116-9064-55904ca74e48
5095,1463,11081,4,2019-07-06,4,true,46fef9ee-86b7-4290-9fa2-0c8977c86c3d
5096,1809,11050,1,2019-07-06,1,false,dc4aee1b-8fb2-4a80-8468-dac6f9926176
5097,1796,11050,2,2019-07-06,1,false,645316a8-9c38-490d-89c7-6e6113855fee
5098,1295,11050,3,2019-07-06,4,true,8bccc79f-94f0-43cf-9abe-2baef623358a
5099,1859,17249,1,2019-07-06,3,false,c59dd906-981c-425e-8a56-e14fea943448
5100,1034,17249,2,2019-07-06,2,false,1b73d56b-af20-4b20-aa7d-211735b01399
5101,1039,17249,3,2019-07-06,1,false,d3db5564-6da6-447c-9e83-5309fbe10763
5102,1034,17249,4,2019-07-06,3,false,82ef181d-2a18-484a-b059-b9871e8a4bc9
5103,1128,17249,5,2019-07-06,3,false,28f25a1a-9626-451f-8028-0e5cbac237a3
5104,1960,17249,6,2019-07-06,4,false,5b6acbdf-2608-42ca-bd3c-031987a7d568
5105,1463,17249,7,2019-07-06,3,true,c417d76c-b35e-4fb7-85a1-90371f922718
5106,1463,19495,1,2019-07-06,3,false,f5b7d35e-4dc6-4d7b-a433-b4d8f3ecd796
5107,1755,19495,2,2019-07-06,3,false,016dd786-8eec-47e9-94af-32e08dfc25ec
5108,1128,19495,3,2019-07-06,3,false,e8bc037e-acb6-488c-a0b5-f1ea3c57c050
5109,1250,19495,4,2019-07-06,2,false,4a943367-9c0c-4ce1-8340-4cc704a9e724
5110,1701,19495,5,2019-07-06,2,false,378bb6a7-13c8-4861-b079-274d06ca5618
5111,1317,19495,6,2019-07-06,2,false,3ad19f59-4843-4000-ae10-1fedf74a58c6
5112,1070,19495,7,2019-07-06,4,false,75c1eff4-e505-4e4b-8171-fe2348cf2391
5113,1927,19495,8,2019-07-06,4,true,2ef325c9-4817-4086-a0df-9868eb9fdd56
5114,1403,14592,1,2019-07-06,3,false,91d33721-a489-4cad-9c1d-704e971af79a
5115,1796,14592,2,2019-07-06,3,false,13fd6cec-b224-40b7-9568-8d04f6fe0062
5116,1789,14592,3,2019-07-06,1,false,d71d6f85-96a9-4512-ac23-78aee9fe515c
5117,1809,14592,4,2019-07-06,2,false,492193a3-6810-4d2a-8051-c268b5995f4e
5118,1674,14592,5,2019-07-06,1,false,b2c4da61-98c6-430f-b180-979456649647
5119,1128,14592,6,2019-07-06,3,false,8e5e88e2-a8c6-48aa-99f7-b353d57a2a21
5120,1070,14592,7,2019-07-06,4,false,018b9cb3-75f3-464c-84d3-195bfc98c734
5121,1859,14592,8,2019-07-06,4,false,868cc8dc-238a-4834-9989-a663d6277213
5122,1434,14592,9,2019-07-06,3,true,70fd9074-4e0e-4f06-b027-b3d9ca20fa0f
5123,1902,14592,10,2019-07-06,2,false,1b5e65c3-cb01-4d77-b18e-89b89828d7ab
5124,1927,11547,1,2019-07-06,4,false,af5d7e6d-005c-44f1-9281-9743f59882d0
5125,1690,11547,2,2019-07-06,4,false,bb1b41cb-991b-4b94-a352-9ce1563512c8
5126,1927,11547,3,2019-07-06,4,true,9de8f19c-4d38-4bb7-9e85-3caf29acf75b
5127,1463,19660,1,2019-07-06,3,false,441e2702-2c4e-4fca-99bb-199132038e51
5128,1039,19660,2,2019-07-06,4,false,955c0557-f067-4e5f-95a5-ca726fba92f7
5129,1039,19660,3,2019-07-06,1,true,10f000eb-ac2b-4df3-bdd8-c33b4c1292b1
5130,1128,17233,1,2019-07-06,3,false,a4e46985-b091-4b75-8a8e-fde4650a20ae
5131,1789,17233,2,2019-07-06,2,false,651df724-4515-433f-94f7-2d57b1f7eb38
5132,1399,17233,3,2019-07-06,1,false,d2d3e85f-d195-457a-9482-841f32040b05
5133,1034,17233,4,2019-07-06,4,true,33cc29a5-6435-43f8-b7a7-27dde58d1ab7
5134,1034,19016,1,2019-07-06,1,false,8b716df6-1a18-4fe4-96af-db4097dfee86
5135,1596,19016,2,2019-07-06,4,false,7f119aee-21da-4be4-b083-bbe33fec7e35
5136,1295,19016,3,2019-07-06,4,false,ee04a913-65f3-4984-b18f-69368842ff73
5137,1250,19016,4,2019-07-06,2,false,a80c79a4-8e8a-4038-895c-51465bf039da
5138,1434,19016,5,2019-07-06,4,false,9917afae-667e-40bd-928b-e74aba739eca
5139,1463,19016,6,2019-07-06,1,false,eb85c22f-9ec4-48b9-93cf-3d9aa8d86874
5140,1755,19016,7,2019-07-06,2,false,9daf6a9d-f606-41e9-9e7a-cd206bb74db1
5141,1902,19016,8,2019-07-06,3,true,dd105ae7-d1c3-42a2-9bcb-f68ee925d942
5142,1809,18610,1,2019-07-06,3,false,6bf59b5c-01f8-4926-9eab-89168d1271ed
5143,1034,18610,2,2019-07-06,3,false,d4a6b1f3-4322-4dcc-9fa0-9e4e3c6c6544
5144,1070,18610,3,2019-07-06,1,false,2cc8e6bb-8537-4b57-a1d9-f0a63ec3a106
5145,1034,18610,4,2019-07-06,4,false,e1ddfd67-b79c-481c-ac1e-abff86bfe4e1
5146,1128,18610,5,2019-07-06,4,false,120c50fb-a1a6-48ac-b7d4-5fc2af6e7cf9
5147,1070,18610,6,2019-07-06,3,false,05bcf40c-150c-42c7-b4ba-3ff158a33564
5148,1596,18610,7,2019-07-06,4,false,8268688f-257f-4d21-9409-3c3bf3a94ac2
5149,1954,18610,8,2019-07-06,2,false,e27f39b7-2cae-41d4-bf9e-62cb0f0e2d9a
5150,1128,18610,9,2019-07-06,4,true,5f7d0997-abe3-4546-ab0f-0d6340f2ce68
5151,1250,19326,1,2019-07-06,2,false,5d2e60f5-08f2-4734-8f3a-0e808eec4821
5152,1250,19326,2,2019-07-06,3,false,032445e5-b2d9-43a0-acc7-93dd54db8395
5153,1128,19326,3,2019-07-06,2,false,870c6a86-856e-4359-96ab-030ab1323ff5
5154,1034,19326,4,2019-07-06,4,false,3f1906f6-cde3-4822-839a-4f3b9df1b08f
5155,1960,19326,5,2019-07-06,3,false,47f422ab-7e2c-4d6f-a9f8-e5b2270d8c48
5156,1690,19326,6,2019-07-06,3,true,add33396-4902-4a31-ada4-efced3a60d6d
5157,1701,15113,1,2019-07-06,2,false,a85d9353-d91c-472c-97a5-cddfaeb44793
5158,1403,15113,2,2019-07-06,1,false,ca21784c-5d1b-4ff2-8f1e-76ae829ddd4a
5159,1399,15113,3,2019-07-06,2,false,8049addc-9262-446b-a5ab-9cab23822b6c
5160,1755,15113,4,2019-07-06,3,false,8e192902-7263-4d76-97a6-2b112f5c0d67
5161,1039,15113,5,2019-07-06,1,true,33915816-5f94-4444-a028-9626f65f7e88
5162,1399,15533,1,2019-07-06,3,false,31dd4df6-c413-481c-88e5-83d9fb6e786d
5163,1902,15533,2,2019-07-06,1,false,6fc41ebc-17e3-49c1-a697-10019744fec2
5164,1674,15533,3,2019-07-06,2,false,05c607cc-3e2b-40ed-a899-faa3938440e7
5165,1902,15533,4,2019-07-06,2,false,13afdfe7-109e-4c06-86cb-80ae13f1551c
5166,1295,15533,5,2019-07-06,2,false,c819edf0-ae0f-457e-ac9a-72a7ebc16040
5167,1403,15533,6,2019-07-06,2,false,7e55ec94-04f4-42a4-ae9a-2e3d6f5dfdb7
5168,1927,15533,7,2019-07-06,4,false,e302f036-deb6-4c5f-86db-0511bd1ab194
5169,1317,15533,8,2019-07-06,1,false,8d9dcd55-a692-43e5-b384-a44b1cc04ec5
5170,1250,15533,9,2019-07-06,2,true,47ace71a-69cf-4836-837e-790760e2ce90
5171,1463,14018,1,2019-07-06,2,false,fb84962c-749a-4d71-829f-3050057522d9
5172,1927,14018,2,2019-07-06,4,false,e7625caf-101d-4b43-aa74-92fb617b09e8
5173,1667,14018,3,2019-07-06,4,false,debce145-d69b-44fe-b34a-c5b82604fde8
5174,1295,14018,4,2019-07-06,3,false,3db9cc17-bd0b-49bf-afe9-86afe253c094
5175,1295,14018,5,2019-07-06,2,false,14ddd714-ca15-4e3b-938e-f818788ebe57
5176,1701,14018,6,2019-07-06,1,true,0d386e3c-3c99-4150-bacc-2abcae201328
5177,1859,10139,1,2019-07-06,1,false,81466a08-f919-439e-874a-4da34b5397aa
5178,1463,10139,2,2019-07-06,4,false,0060b781-9cfa-4fd0-85a4-ea74759beeab
5179,1809,10139,3,2019-07-06,4,false,f3785b7e-4fec-4e09-8cb5-7e037034d07b
5180,1701,10139,4,2019-07-06,4,false,34b436c9-b35d-4d54-a5be-24a5990e5486
5181,1690,10139,5,2019-07-06,3,false,f8ee25e8-d73f-4576-823d-60415349b628
5182,1128,10139,6,2019-07-06,1,false,1594c756-f614-4860-ad8d-8a14c8833b8d
5183,1128,10139,7,2019-07-06,4,false,5f9e03ac-bafb-4ec4-a093-cefc719f430f
5184,1796,10139,8,2019-07-06,2,false,8e9105a4-4259-4b04-a70a-e596fa54533e
5185,1039,10139,9,2019-07-06,4,true,7eeaa186-3aef-4b7d-8694-fb0f2dd92f36
5186,1403,19932,1,2019-07-06,1,false,c49e2f50-ca2a-4e67-92a4-2dac97ac05e4
5187,1927,19932,2,2019-07-06,2,false,4c4df4f1-9a2e-4fff-91ec-fb5e70bacacd
5188,1070,19932,3,2019-07-06,2,false,5d3503b3-e583-4629-b051-fecdc60c0605
5189,1859,19932,4,2019-07-06,2,false,bcd93db8-55ce-4b0d-bff4-093ad4e30f24
5190,1859,19932,5,2019-07-06,1,false,0e9546b3-b948-4b0d-a33a-500e2f959760
5191,1701,19932,6,2019-07-06,2,false,85ccd3b4-5076-43cc-bbaa-703be1665751
5192,1034,19932,7,2019-07-06,2,false,703d2359-8c86-45e9-9fec-a0cd3a09dc87
5193,1690,19932,8,2019-07-06,1,false,87d27d43-ff3a-4c1b-9e53-3f4922ff7c91
5194,1674,19932,9,2019-07-06,4,true,5b727791-50b6-4365-8eb2-6670c7d85e73
5195,1250,19185,1,2019-07-06,3,false,0c7e1981-d874-4ac7-9f3e-2396f9dc7cf3
5196,1463,19185,2,2019-07-06,3,false,87aca595-99d0-4590-b9cd-8289b173699f
5197,1809,19185,3,2019-07-06,1,false,bafb2e88-b692-48d2-8329-16a9a9887c66
5198,1039,19185,4,2019-07-06,3,false,9d3ded0c-27a3-40d3-9550-91b84043eef0
5199,1674,19185,5,2019-07-06,4,true,70c7ca98-fef2-4911-8bb7-1e131095ca2a
5200,1250,11434,1,2019-07-06,1,false,fa4e0241-e61f-4569-89f7-ea4a2f254aea
5201,1295,11434,2,2019-07-06,2,false,b517f222-1d41-4f3a-87f7-f3df760a1786
5202,1701,11434,3,2019-07-06,4,false,7da772e0-ff83-4b41-90e6-fb5f8927a948
5203,1674,11434,4,2019-07-06,4,false,8a29ee76-3788-4150-abe0-1ed69a257414
5204,1701,11434,5,2019-07-06,2,false,2863e87c-33de-477d-a77c-5b93286655f3
5205,1954,11434,6,2019-07-06,2,false,4f592ec4-698e-49e5-b828-754e6bf37a02
5206,1859,11434,7,2019-07-06,3,false,53611d83-ab73-4f14-b719-160fd7117922
5207,1034,11434,8,2019-07-06,4,false,4ea0ffe0-0060-4fd8-8f4c-567605d8183a
5208,1463,11434,9,2019-07-06,2,true,48a824de-79d6-4748-9e60-ecca19a5f60b
5209,1403,12188,1,2019-07-06,1,false,62cc0dd0-fb6a-4afd-8b1f-dfa877a10fcb
5210,1902,12188,2,2019-07-06,1,false,748e82c4-5f76-486c-96a4-835d3c11099b
5211,1960,12188,3,2019-07-06,4,false,3493af6f-326e-452a-bcf2-0eb20a4dcb43
5212,1039,12188,4,2019-07-06,3,false,eb32b13a-031a-4b10-9dc6-3d5f280e4807
5213,1690,12188,5,2019-07-06,2,false,0d18f6e8-e833-40ab-a97a-b590cdfdf46b
5214,1667,12188,6,2019-07-06,2,false,3b322336-2048-4675-83b5-46a3348684ef
5215,1674,12188,7,2019-07-06,2,true,1e4ef853-3643-4f97-b9a4-64fa3a43b5f6
5216,1128,11275,1,2019-07-06,1,false,5e9219eb-d590-4d4b-a8f0-cfdc28347724
5217,1809,11275,2,2019-07-06,3,false,65cfdf3a-dcfc-4f9b-91e4-5cc2382bdf75
5218,1902,11275,3,2019-07-06,4,false,72288e88-bd8a-4580-ad23-f84407204fba
5219,1755,11275,4,2019-07-06,2,false,948e88ef-6f4b-44c3-b0ad-f8da3095d99b
5220,1463,11275,5,2019-07-06,3,false,dd4b06d7-9362-4861-9d54-c8e6b52d3306
5221,1317,11275,6,2019-07-06,2,false,b998e9a1-19d8-42a0-b8d0-3c0bcf4bfc38
5222,1796,11275,7,2019-07-06,4,false,47f9965b-e5d5-471f-b8fa-ec08941d0ea5
5223,1034,11275,8,2019-07-06,1,true,041f56e5-8909-490e-b3da-27db59b9491d
5224,1317,12312,1,2019-07-06,3,false,90887af1-2e0c-43cb-b6a3-8b9d64ced886
5225,1399,12312,2,2019-07-06,2,false,2b2d7536-f6d5-4665-83c2-a8018f33e606
5226,1317,12312,3,2019-07-06,1,false,664b6496-35e7-4fa3-a3e5-78371f252a46
5227,1596,12312,4,2019-07-06,2,true,0d7c92ec-736f-4fdf-a25f-0ad0be1ad623
5228,1859,12453,1,2019-07-06,2,false,8abf9e9e-c24f-4cc1-94ac-ecb80dea0d67
5229,1128,12453,2,2019-07-06,3,false,96147e76-c2f3-437e-a767-4daa51d3f0c5
5230,1434,12453,3,2019-07-06,4,false,f75014cc-469e-43fd-aabb-133568190b22
5231,1434,12453,4,2019-07-06,3,false,f419cbe0-719c-4e25-8905-c08a9b7e4b66
5232,1034,12453,5,2019-07-06,2,false,cf48d3b6-294d-45ad-9d30-99ad4a4e2ba3
5233,1667,12453,6,2019-07-06,1,false,6d89886f-1cc1-4a78-812e-d18866082056
5234,1954,12453,7,2019-07-06,3,false,2a0c010c-3848-4e81-b7cf-4ca601a205e4
5235,1789,12453,8,2019-07-06,1,false,a05ddc59-fbb6-4430-bb0c-078450893658
5236,1690,12453,9,2019-07-06,4,true,ddc1cbca-92af-4264-94de-9dc01790f43d
5237,1960,12453,10,2019-07-06,3,false,8d24180f-e7c8-4ba7-a72c-3ad102295659
5238,1039,12008,1,2019-07-06,1,false,a7d8feb7-ffa7-4a8a-aece-a30b68a25cfc
5239,1039,12008,2,2019-07-06,1,false,ebef5368-4c7a-465a-8214-d5766b8ed7fa
5240,1463,12008,3,2019-07-06,2,true,9166a551-4587-44fb-98a5-3a6930e86f5b
5241,1128,14089,1,2019-07-06,2,false,a085fda5-798a-4ae0-9828-0c96dae64116
5242,1434,14089,2,2019-07-06,1,false,5b14dc8c-20c1-4ad5-a386-1fde613ba6e8
5243,1317,14089,3,2019-07-06,2,false,b2fe6bb6-cd51-4b56-af23-d88806b764a9
5244,1902,14089,4,2019-07-06,4,false,85caf17d-f235-4191-90c8-a9cb7b5cb81c
5245,1317,14089,5,2019-07-06,1,true,9568b839-cc64-4fab-9ae5-f25684707daf
5246,1789,16991,1,2019-07-06,3,false,ec1f9a6a-8f33-4510-b560-45cf2d8f87ea
5247,1902,16991,2,2019-07-06,2,false,51ad10b9-3621-4140-88ab-676264a939aa
5248,1403,16991,3,2019-07-06,3,false,06891f1a-46c9-4ac8-84a1-14dced66462b
5249,1128,16991,4,2019-07-06,3,false,885a7e04-0afc-4437-b853-9cb482f4b0e6
5250,1927,16991,5,2019-07-06,4,true,14140e82-d43d-4b62-b9e4-ae43b9fe0fd9
5251,1317,11780,1,2019-07-06,3,false,6690f74c-ea0b-4a16-9c06-4ef77e89ba36
5252,1039,11780,2,2019-07-06,2,false,92e384fb-4a80-473a-a598-e94957c02435
5253,1859,11780,3,2019-07-06,1,false,480c9e62-c22d-4c71-b268-4a5e005833a2
5254,1859,11780,4,2019-07-06,4,false,d129e5c9-a756-40fa-a9b5-ad350c3368a8
5255,1954,11780,5,2019-07-06,2,false,e63339e7-4b55-4a41-a517-b5cb49f1d420
5256,1317,11780,6,2019-07-06,1,false,004c928a-4400-44dd-8999-6892c3b469ea
5257,1399,11780,7,2019-07-06,2,false,d9053923-10b3-4c4d-817c-a01ab4607deb
5258,1927,11780,8,2019-07-06,4,false,6bab2263-c6a3-4f3c-91db-11f698e59ab4
5259,1250,11780,9,2019-07-06,4,true,cfbf6a55-e698-4659-afde-dd8d4bf9b9af
5260,1859,11780,10,2019-07-06,1,false,f778b805-9053-4898-a25b-d770a1f62d42
5261,1039,15598,1,2019-07-06,2,false,cf28a410-4bcb-4e21-9e8a-a37ed9b7f7ff
5262,1128,15598,2,2019-07-06,4,false,df7df518-c082-4038-ac6f-eaa51615462a
5263,1927,15598,3,2019-07-06,4,false,75555e00-16cf-44fc-bf7d-f5cfd23e5ebc
5264,1690,15598,4,2019-07-06,2,false,c15ee6be-9623-4e57-b370-fe4d991f6e9c
5265,1034,15598,5,2019-07-06,2,false,2ed0746f-d619-4e1e-b64a-30412052956b
5266,1859,15598,6,2019-07-06,1,false,783416c6-9275-4df1-a30b-5d3f6cd77fae
5267,1039,15598,7,2019-07-06,4,false,7d308996-056e-4e82-ab8e-b0a570422394
5268,1070,15598,8,2019-07-06,4,false,b20cc2ac-0b72-49a0-ac3e-770c8a66dd5b
5269,1902,15598,9,2019-07-06,1,true,e835e712-332b-4fb3-94d2-0135a48eead1
5270,1399,16368,1,2019-07-06,4,false,2a43b76a-a571-47a2-b44f-45fbd087ba38
5271,1039,16368,2,2019-07-06,1,false,ab148553-d046-470b-90c1-f94a75286b62
5272,1809,16368,3,2019-07-06,3,false,cd3389dc-dc43-4190-8bcd-8a68fc8decf6
5273,1128,16368,4,2019-07-06,1,false,fa2f25d1-8d61-4fab-88e4-b253b040262d
5274,1034,16368,5,2019-07-06,4,false,908669cd-2086-4581-ac7e-e8f97138db20
5275,1128,16368,6,2019-07-06,4,false,1925fdb5-e473-4363-900b-2fe52e6588bd
5276,1809,16368,7,2019-07-06,2,false,b80a8b74-ccd5-4b27-80d9-a49135a1eaea
5277,1128,16368,8,2019-07-06,1,false,e0b5dae2-389b-481e-829b-ddcc8ec79c49
5278,1070,16368,9,2019-07-06,1,true,38eb5963-63d3-4fa4-a7c2-133b3c88d9d4
5279,1399,16368,10,2019-07-06,1,false,6ca6f49c-f3e3-43aa-bc97-746e380b45c8
5280,1596,16867,1,2019-07-06,2,false,4a327ef4-4969-4141-ae3f-185cf7aa179c
5281,1809,16867,2,2019-07-06,4,false,98bb954f-af46-418d-bc9b-1d8ce1ac1f8f
5282,1250,16867,3,2019-07-06,1,false,a81dd248-4368-4fb0-901a-155502384b76
5283,1317,16867,4,2019-07-06,2,false,71a9a431-3046-4b51-8fa0-eefb2e639003
5284,1596,16867,5,2019-07-06,1,true,968c6b56-5ab3-43a0-b93b-dfa941c01024
5285,1859,15419,1,2019-07-06,4,false,01917f43-0261-4ca6-a703-d1c995948f0b
5286,1039,15419,2,2019-07-06,4,false,2d11f81e-0f1d-414f-a992-c9e588367c78
5287,1399,15419,3,2019-07-06,3,false,cd002ca3-3799-4fb8-869c-a4c6bf929030
5288,1039,15419,4,2019-07-06,2,false,7ecac54e-e2f8-40d6-a1ba-420eb105fced
5289,1399,15419,5,2019-07-06,1,false,38bc922f-1dee-47c1-aac9-c90aaf24a050
5290,1034,15419,6,2019-07-06,4,false,772bec36-82bd-4edb-816c-e41e10ef7dd1
5291,1317,15419,7,2019-07-06,4,false,13d3ce9c-3a88-41cf-9c4f-95a555cf0116
5292,1701,15419,8,2019-07-06,3,false,9060fc3e-7dc7-4b0e-8bed-91d796318af6
5293,1796,15419,9,2019-07-06,4,true,6f1c1555-fd1b-4219-bf5f-fdd81c6b1e2e
5294,1039,17651,1,2019-07-06,4,false,82ba2bce-9eb8-4b91-90a2-0336c3607e8c
5295,1596,17651,2,2019-07-06,4,false,b3f198d6-8444-4227-af9e-243415bb256d
5296,1317,17651,3,2019-07-06,4,false,0719db59-6f6d-4d06-9505-5fd367fb4da2
5297,1674,17651,4,2019-07-06,1,false,e95d09f7-89e9-42ec-9122-56cd53b08e26
5298,1295,17651,5,2019-07-06,4,false,c0e78df3-502b-40e5-9723-d7035611bdc9
5299,1403,17651,6,2019-07-06,4,false,410a5c9a-a783-4cdd-9115-0858ed709a42
5300,1954,17651,7,2019-07-06,3,false,fafb0269-14b6-4a7c-a688-ee1204ebed30
5301,1701,17651,8,2019-07-06,1,false,46e06d90-f6e3-4af4-87be-90ba824f6906
5302,1859,17651,9,2019-07-06,2,true,22a026f5-0302-45e2-987d-efca2723c6d7
5303,1755,17651,10,2019-07-06,2,false,82ae753b-bea4-4ee1-8e4b-a25815e7b256
5304,1755,18106,1,2019-07-06,2,false,f0cb9663-1bf5-4d47-9d70-394a313b9a52
5305,1960,18106,2,2019-07-06,1,false,368c76ba-0928-4910-a6c7-6378041a52f7
5306,1796,18106,3,2019-07-06,2,false,03125f4d-2d87-4aab-b56a-aeeafc4fa74e
5307,1250,18106,4,2019-07-06,4,false,5551b9ea-d0dd-4216-bdb9-a6d8f4791b82
5308,1128,18106,5,2019-07-06,1,false,c390923f-44c3-4f02-97a4-531d5875b13a
5309,1960,18106,6,2019-07-06,2,false,65273102-bbd9-485d-b01a-44b486d1ffbf
5310,1463,18106,7,2019-07-06,3,true,7e100a92-36a1-49c0-abd1-58856ab83060
5311,1667,15476,1,2019-07-06,1,false,7e60411a-9eb6-44d7-b396-ba52b63f1fce
5312,1295,15476,2,2019-07-06,2,false,749f46b3-46b8-47cf-a569-44a81c675fa5
5313,1789,15476,3,2019-07-06,3,false,69268dcb-4470-47f6-a964-3f7db11130c3
5314,1960,15476,4,2019-07-06,2,false,c066fb97-b92d-47a4-9615-bbc259de993c
5315,1596,15476,5,2019-07-06,2,false,335891b1-5b38-48ae-a575-3d64a480eacb
5316,1434,15476,6,2019-07-06,1,true,d1242a35-651f-4dd8-b8ef-89ce42e20236
5317,1250,15514,1,2019-07-06,1,false,09958dbf-18fc-423c-b49c-a87185c9caf6
5318,1954,15514,2,2019-07-06,2,false,d93ee549-b4d2-4d4d-843d-ed4d6891df49
5319,1796,15514,3,2019-07-06,3,false,01182434-8745-4201-97e6-367b99d9e4dd
5320,1317,15514,4,2019-07-06,1,false,37163aab-9e6d-4d38-a9fa-1342acb398c2
5321,1070,15514,5,2019-07-06,2,false,ce0c83f2-6ed7-40a2-a01f-a2233fd2f10a
5322,1755,15514,6,2019-07-06,1,false,fb65fb18-c5af-4ad6-ac8b-668bc51f694d
5323,1034,15514,7,2019-07-06,2,false,bf73e347-3432-4bd6-906b-ad2eb791398d
5324,1954,15514,8,2019-07-06,4,false,89b0a27a-f00c-41d7-8b4e-ca9dcd36e4f7
5325,1927,15514,9,2019-07-06,2,true,c13d284b-6cb6-46c7-be6f-9359d005dc24
5326,1674,15514,10,2019-07-06,2,false,917fb327-d8c9-4d66-afd8-61d4224a2b87
5327,1399,10501,1,2019-07-06,1,false,c3b80908-8392-41c9-9c39-35d75f4135a6
5328,1690,10501,2,2019-07-06,4,false,65aa4d54-ff25-4c1d-bb19-b0901a74bd6b
5329,1434,10501,3,2019-07-06,2,false,c4d05012-8a7f-48e9-86e6-13e35c9907e1
5330,1596,10501,4,2019-07-06,4,false,07d133e2-8369-4772-9878-22f39e9b37fd
5331,1295,10501,5,2019-07-06,3,true,61cc493b-2710-4f75-92ed-5c0382b998ea
5332,1927,13112,1,2019-07-06,2,false,b2da09fc-c21c-460d-87fa-7b37a9d3dddf
5333,1463,13112,2,2019-07-06,2,false,3a96cec4-a893-487f-a849-425eeed01f46
5334,1034,13112,3,2019-07-06,1,false,afb01f4f-5150-4870-82d1-b2f42337fd38
5335,1690,13112,4,2019-07-06,4,false,eb8b872e-3ed2-4081-a45a-951af528440e
5336,1809,13112,5,2019-07-06,3,false,4eb299ac-268a-4750-b472-6c76b1eb704b
